iteration, error-x, error-z, time, Px-term, Ix-term, Dx-term,Pz-term, Iz-term, Dz-term, left PWM, right PWM
163, 64.25,0.057436154810896145,0.021250486373901367, 3.855, -0.0, 0.9500000000000001, 0.057436154810896145,0.0, -0.022866775243911563, 19.808142866926115, 15.003142866926115
164, 72.5,0.022773571640758328,0.02094292640686035, 4.35, -0.0, 1.6500000000000001, 0.022773571640758328,0.0, -0.1733129158506891, 19.657603522716183, 13.657603522716183
165, 70.5,0.02206201501877736,0.020200014114379883, 4.2299999999999995, -0.0, -0.4, 0.02206201501877736,0.0, -0.003557783109904844, 19.676107754625054, 15.846107754625054
166, 66.25,0.03721005954639467,0.019070863723754883, 3.9749999999999996, -0.0, -0.8500000000000001, 0.03721005954639467,0.0, 0.07574022263808655, 19.789058036809536, 16.664058036809536
167, -61.25,-0.024909623045029194,0.03987717628479004, -3.675, -0.0, -25.5, -0.07472886913508758,0.0, -0.3105984129571193, 0.0, 19.40373075471733
168, -71.25,-0.05042125752773202,0.023059606552124023, -4.2749999999999995, -0.0, -2.0, -0.15126377258319607,0.0, -0.12755817241351414, 12.84990880972062, 19.12490880972062
169, -81.25,-0.12410233912420143,0.02028942108154297, -4.875, -0.0, -2.0, -0.3723070173726043,0.0, -0.36840540798234706, 11.50919638436567, 18.38419638436567
170, -83.5,-0.10261517159057565,0.026093482971191406, -5.01, -0.0, -0.45, -0.30784551477172695,0.0, 0.10743583766812892, 12.723786707262072, 18.183786707262072
171, -83.0,-0.09865852458673785,0.02665257453918457, -4.9799999999999995, -0.0, 0.1, -0.29597557376021355,0.0, 0.019783235019188994, 13.027594368521047, 17.907594368521046
172, -83.0,-0.09697110355026506,0.018884658813476562, -4.9799999999999995, -0.0, 0.0, -0.2909133106507952,0.0, 0.008437105182363958, 12.645118163052615, 17.625118163052615
173, -79.5,-0.03626241186196377,0.019999027252197266, -4.77, -0.0, 0.7000000000000001, -0.10878723558589132,0.0, 0.30354345844150643, 13.749874385908232, 17.819874385908232
174, -73.25,-0.046568485630786416,0.01805901527404785, -4.395, -0.0, 1.25, -0.13970545689235925,0.0, -0.05153036884411322, 14.483638560171759, 17.62863856017176
175, -69.5,-0.026042797119661787,0.01921820640563965, -4.17, -0.0, 0.75, -0.07812839135898536,0.0, 0.10262844255562314, 14.233138611368398, 17.653138611368398
176, -68.75,-0.01997845251899283,0.019882678985595703, -4.125, -0.0, 0.15000000000000002, -0.059935357556978486,0.0, 0.03032172300334479, 13.648524976814764, 17.623524976814764
177, -69.0,-0.015586539679835865,0.019247770309448242, -4.14, -0.0, -0.05, -0.046759619039507594,0.0, 0.02195956419578482, 13.408724921971041, 17.59872492197104
178, -67.25,-0.016325502042225437,0.02004528045654297, -4.035, -0.0, 0.35000000000000003, -0.04897650612667631,0.0, -0.0036948118119478623, 13.861053604032415, 17.546053604032416
179, -66.5,-0.017352197789637758,0.019261598587036133, -3.9899999999999998, -0.0, 0.15000000000000002, -0.05205659336891327,0.0, -0.005133478737061603, 13.648863531926441, 17.48886353192644
180, -66.75,-0.0198670867188549,0.020696163177490234, -4.005, -0.0, -0.05, -0.059601260156564695,0.0, -0.012574444646085703, 13.361687827123792, 17.41668782712379
181, -66.25,-0.015786289780012785,0.02075672149658203, -3.9749999999999996, -0.0, 0.1, -0.047358869340038356,0.0, 0.020403984694210564, 13.514732942477963, 17.389732942477963
182, -68.0,-0.012430708582006567,0.019219160079956055, -4.08, -0.0, -0.35000000000000003, -0.0372921257460197,0.0, 0.016777905990031095, 12.939218722721975, 17.369218722721975
183, -70.25,-0.013924351864228857,0.02049732208251953, -4.215, -0.0, -0.45, -0.04177305559268657,0.0, -0.00746821641111145, 12.654977450718178, 17.319977450718177
184, -76.0,-0.02693686479691687,0.020427227020263672, -4.56, -0.0, -1.1500000000000001, -0.08081059439075061,0.0, -0.06506256466344007, 11.464104291663986, 17.174104291663987
185, -80.75,-0.054357359624745694,0.02198934555053711, -4.845, -0.0, -0.9500000000000001, -0.16307207887423708,0.0, -0.13710247413914411, 11.078929738650606, 16.873929738650606
186, -80.25,-0.051912738269079606,0.028418540954589844, -4.8149999999999995, -0.0, 0.1, -0.15573821480723882,0.0, 0.01222310677833044, 12.015414630621699, 16.7304146306217
187, -76.5,-0.021470779908635107,0.02955913543701172, -4.59, -0.0, 0.75, -0.06441233972590532,0.0, 0.1522097918022225, 12.978212082698015, 16.818212082698015
188, -75.75,-0.013319275984214674,0.020073652267456055, -4.545, -0.0, 0.15000000000000002, -0.03995782795264402,0.0, 0.04075751962210217, 12.424011774367472, 16.81901177436747
189, -79.25,-0.009283791116865725,0.020287036895751953, -4.755, -0.0, -0.7000000000000001, -0.027851373350597175,0.0, 0.020177424336744743, 11.356337825353618, 16.81133782535362
190, -81.0,-0.011154810347422994,0.01998162269592285, -4.859999999999999, -0.0, -0.35000000000000003, -0.03346443104226898,0.0, -0.009355096152786346, 11.558518298158562, 16.76851829815856
191, -86.0,-0.020671647046898667,0.02013421058654785, -5.16, -0.0, -1.0, -0.062014941140696,0.0, -0.04758418349737836, 10.498919173520488, 16.658919173520488
192, -87.0,-0.02644296537158508,0.02008962631225586, -5.22, -0.0, -0.2, -0.07932889611475524,0.0, -0.02885659162343207, 11.130733685782301, 16.5507336857823
193, -86.5,-0.017356052791949905,0.020296573638916016, -5.1899999999999995, -0.0, 0.1, -0.052068158375849716,0.0, 0.04543456289817588, 11.454100090304628, 16.544100090304628
194, -87.0,-0.01523641702241152,0.020908117294311523, -5.22, -0.0, -0.1, -0.04570925106723456,0.0, 0.01059817884769193, 11.188989018085085, 16.508989018085085
195, -86.5,-0.007775579623691187,0.01950669288635254, -5.1899999999999995, -0.0, 0.1, -0.02332673887107356,0.0, 0.03730418699360166, 11.432966466207613, 16.522966466207613
196, -85.0,-0.0004971839817825008,0.020596742630004883, -5.1, -0.0, 0.30000000000000004, -0.0014915519453475024,0.0, 0.03639197820954343, 11.75786689247181, 16.55786689247181
197, -78.25,0.01336694523048143,0.020879030227661133, -4.694999999999999, -0.0, 1.35, 0.01336694523048143,0.0, 0.06932064606131966, 13.295554483763613, 16.640554483763612
198, -75.5,0.021076347620703872,0.020174741744995117, -4.53, -0.0, 0.55, 0.021076347620703872,0.0, 0.03854701195111221, 12.720177843335428, 16.700177843335428
199, -71.5,0.030073695155525715,0.019603729248046875, -4.29, -0.0, 0.8, 0.030073695155525715,0.0, 0.04498673767410921, 13.285238276165062, 16.775238276165062
200, -67.0,0.05244451758915514,0.019137859344482422, -4.02, -0.0, 0.9, 0.05244451758915514,0.0, 0.11185411216814711, 13.819536905922364, 16.939536905922363
201, -61.5,0.09690245339390802,0.021520137786865234, -3.69, -0.0, 1.1, 0.09690245339390802,0.0, 0.2222896790237644, 14.668729038340036, 17.258729038340036
202, -59.75,0.07328060511505019,0.027512788772583008, -3.585, -0.0, 0.35000000000000003, 0.07328060511505019,0.0, -0.11810924139428913, 13.978900402060798, 17.213900402060798
203, -59.5,0.06248215602216567,0.02657318115234375, -3.57, -0.0, 0.05, 0.06248215602216567,0.0, -0.053992245464422606, 13.70239031261854, 17.22239031261854
204, -60.75,0.0653400418374892,0.02062225341796875, -3.645, -0.0, -0.25, 0.0653400418374892,0.0, 0.014289429076617677, 13.407019783532647, 17.302019783532646
205, -68.0,0.04611936288328167,0.018595457077026367, -4.08, -0.0, -1.4500000000000002, 0.04611936288328167,0.0, -0.09610339477103769, 11.722035751644889, 17.25203575164489
206, -73.75,0.019868556596607134,0.019257307052612305, -4.425, -0.0, -1.1500000000000001, 0.019868556596607134,0.0, -0.13125403143337266, 11.565650276808125, 17.140650276808124
207, -88.5,-0.04439175282465113,0.021318435668945312, -5.31, -0.0, -2.95, -0.1331752584739534,0.0, -0.32130154710629133, 8.426173471227878, 16.686173471227878
208, -93.0,-0.04412026678639691,0.022554397583007812, -5.58, -0.0, -0.9, -0.13236080035919073,0.0, 0.0013574301912711029, 10.075170101059957, 16.555170101059957
209, -96.5,-0.008279537620183575,0.022615432739257812, -5.79, -0.0, -0.7000000000000001, -0.024838612860550724,0.0, 0.17920364583106668, 10.219535134030474, 16.709535134030475
210, -94.5,-0.02831288400790305,0.023527860641479492, -5.67, -0.0, 0.4, -0.08493865202370915,0.0, -0.10016673193859738, 11.25442975006817, 16.52442975006817
211, -93.75,-0.014116631176879724,0.021376848220825195, -5.625, -0.0, 0.15000000000000002, -0.04234989353063917,0.0, 0.07098126415511663, 11.078061120692647, 16.553061120692647
212, -92.0,-0.005768924981503221,0.021610498428344727, -5.52, -0.0, 0.35000000000000003, -0.017306774944509662,0.0, 0.041738530976882515, 11.407492876725021, 16.57749287672502
213, -83.75,-0.005918559825863812,0.01855158805847168, -5.0249999999999995, -0.0, 1.6500000000000001, -0.017755679477591435,0.0, -0.0007481742218029552, 13.183989023025628, 16.558989023025628
214, -79.25,0.024658176960317135,0.018316030502319336, -4.755, -0.0, 0.9, 0.024658176960317135,0.0, 0.15288368393090473, 12.881530883916849, 16.73653088391685
215, -69.0,0.06233581372192809,0.017721176147460938, -4.14, -0.0, 2.0500000000000003, 0.06233581372192809,0.0, 0.18838818380805478, 14.89725488144683, 16.98725488144683
216, 28.0,0.22940468790919932,0.035140275955200195, 1.68, -0.0, 19.400000000000002, 0.22940468790919932,0.0, 0.8353443709363562, 18.052003940292387, 0.0
217, 50.75,0.20287540168107,0.028261661529541016, 3.045, -0.0, 4.55, 0.20287540168107,0.0, -0.13264643114064667, 18.12223291083281, 10.527232910832812
218, 0,0.2588654681934035,0.03630256652832031, 0.0, -0.0, -10.15, 0.2588654681934035,0.0, 0.27995033256166757, 8.51104871158788, 18.66104871158788
219, 0,0.24608959617147153,0.020475387573242188, 0.0, -0.0, 0.0, 0.24608959617147153,0.0, -0.06387936010965989, 18.843258947649694, 18.843258947649694
220, 0,0.2484045904547263,0.017745494842529297, 0.0, -0.0, 0.0, 0.2484045904547263,0.0, 0.011574971416273838, 19.103238509520693, 19.103238509520693
221, 0,0.2593499899840449,0.0185394287109375, 0.0, -0.0, 0.0, 0.2593499899840449,0.0, 0.054726997646593056, 19.417315497151332, 19.417315497151332
222, 0,0.2690137248417006,0.01895308494567871, 0.0, -0.0, 0.0, 0.2690137248417006,0.0, 0.04831867428827852, 19.73464789628131, 19.73464789628131
223, 0,0.2653646072819652,0.020603656768798828, 0.0, -0.0, 0.0, 0.2653646072819652,0.0, -0.01824558779867702, 19.9817669157646, 19.9817669157646
224, 7.5,0.23022743405291313,0.02119278907775879, 0.44999999999999996, -0.0, 1.5, 0.23022743405291313,0.0, -0.17568586614526038, 20.03630848367225, 18.08630848367225
225, 28.0,0.18190575588961988,0.020807743072509766, 1.68, -0.0, 4.1000000000000005, 0.18190575588961988,0.0, -0.24160839081646623, 19.976605848745404, 14.196605848745403
226, 37.5,0.21485747128917387,0.02067112922668457, 2.25, -0.0, 1.9000000000000001, 0.21485747128917387,0.0, 0.16475857699776997, 20.35622189703235, 16.20622189703235
227, 44.75,0.19883822729672063,0.019040584564208984, 2.685, -0.0, 1.4500000000000002, 0.19883822729672063,0.0, -0.08009621996226624, 20.474963904366803, 16.339963904366805
228, 49.75,0.18924162004617495,0.019019126892089844, 2.985, -0.0, 1.0, 0.18924162004617495,0.0, -0.04798303625272837, 20.61622248816025, 16.63122248816025
229, 54.5,0.1830481271099439,0.02541637420654297, 3.27, -0.0, 0.9500000000000001, 0.1830481271099439,0.0, -0.0309674646811553, 20.768303150589038, 16.54830315058904
230, 57.25,0.17485901512137536,0.023961305618286133, 3.435, -0.0, 0.55, 0.17485901512137536,0.0, -0.04094555994284266, 20.90221660576757, 16.91721660576757
231, 58.75,0.17593359937496267,0.025777101516723633, 3.525, -0.0, 0.30000000000000004, 0.17593359937496267,0.0, 0.005372921267936537, 21.08352312641047, 17.25852312641047
232, 59.5,0.18366107172778123,0.026411056518554688, 3.57, -0.0, 0.15000000000000002, 0.18366107172778123,0.0, 0.038637361764092826, 21.305821559902345, 17.585821559902346
233, 59.0,0.19921642775692483,0.017241477966308594, 3.54, -0.0, -0.1, 0.19921642775692483,0.0, 0.07777678014571798, 21.582814767804987, 18.142814767804985
234, 56.5,0.19763792356657583,0.01912689208984375, 3.3899999999999997, -0.0, -0.5, 0.19763792356657583,0.0, -0.007892520951744975, 21.77256017041982, 18.88256017041982
235, 51.0,0.21397206982167205,0.01773381233215332, 3.06, -0.0, -1.1, 0.21397206982167205,0.0, 0.08167073127548108, 22.06820297151697, 20.10820297151697
236, 46.25,0.23836579564782423,0.01820206642150879, 2.775, -0.0, -0.9500000000000001, 0.23836579564782423,0.0, 0.1219686291307609, 22.428537396295557, 20.603537396295557
237, 39.25,0.255602900716134,0.01752471923828125, 2.355, -0.0, -1.4000000000000001, 0.255602900716134,0.0, 0.08618552534154889, 22.77032582235324, 21.81532582235324
238, 35.75,0.2709343457206248,0.018796920776367188, 2.145, -0.0, -0.7000000000000001, 0.2709343457206248,0.0, 0.07665722502245398, 23.117917393096317, 21.672917393096316
239, 28.0,0.2900218121361965,0.017299175262451172, 1.68, -0.0, -1.55, 0.2900218121361965,0.0, 0.09543733207785843, 23.503376537310373, 23.373376537310374
240, 5.5,0.30009223611473645,0.017954587936401367, 0.32999999999999996, -0.0, -4.5, 0.30009223611473645,0.0, 0.05035211989269983, 19.683820893317808, 23.85382089331781
241, 0,0.27371434170194564,0.01786184310913086, 0.0, -0.0, -1.1, 0.27371434170194564,0.0, -0.13188947206395407, 22.8956457629558, 23.995645762955803
242, 0,0.2663901114886855,0.01858997344970703, 0.0, -0.0, 0.0, 0.2663901114886855,0.0, -0.036621151066300595, 24.225414723378186, 24.225414723378186
243, 0,0.28296217464261864,0.01823115348815918, 0.0, -0.0, 0.0, 0.28296217464261864,0.0, 0.08286031576966557, 24.59123721379047, 24.59123721379047
244, 0,0.2984973036919084,0.019154071807861328, 0.0, -0.0, 0.0, 0.2984973036919084,0.0, 0.07767564524644888, 24.96741016272883, 24.96741016272883
245, 0,0.2965969005743614,0.01964092254638672, 0.0, -0.0, 0.0, 0.2965969005743614,0.0, -0.009502015587735113, 25.254505047715455, 25.254505047715455
246, 0,0.2824655672465687,0.02521204948425293, 0.0, -0.0, 0.0, 0.2824655672465687,0.0, -0.07065666663896353, 25.46631394832306, 25.46631394832306
247, 6.0,0.2632188719712931,0.029592275619506836, 0.36, -0.0, 1.2000000000000002, 0.2632188719712931,0.0, -0.0962334763763778, 25.633299343917972, 24.073299343917974
248, 10.5,0.25424432674093467,0.021002531051635742, 0.63, -0.0, 0.9, 0.25424432674093467,0.0, -0.044872726151792275, 25.842670944507116, 24.312670944507115
249, 14.75,0.24889602489553908,0.02031254768371582, 0.885, -0.0, 0.8500000000000001, 0.24889602489553908,0.0, -0.026741509226977933, 26.064825460175676, 24.329825460175677
250, 12.25,0.23686685764864024,0.0202639102935791, 0.735, -0.0, -0.5, 0.23686685764864024,0.0, -0.06014583623449421, 26.241546481589822, 26.006546481589822
251, 10.0,0.22517683667876143,0.019782543182373047, 0.6, -0.0, -0.45, 0.22517683667876143,0.0, -0.05845010484939406, 26.40827321341919, 26.25827321341919
252, 0,0.25875380524287417,0.01976919174194336, 0.0, -0.0, -2.0, 0.25875380524287417,0.0, 0.1678848428205637, 24.834911861482627, 26.834911861482627
253, 0,0.2433443757397017,0.017809152603149414, 0.0, -0.0, 0.0, 0.2433443757397017,0.0, -0.07704714751586239, 27.001209089706467, 27.001209089706467
254, 0,0.2401518767279761,0.018958330154418945, 0.0, -0.0, 0.0, 0.2401518767279761,0.0, -0.0159624950586279, 27.225398471375815, 27.225398471375815
255, -9.0,0.2662661473176038,0.02108025550842285, -0.54, -0.0, -1.8, 0.2662661473176038,0.0, 0.13057135294813838, 25.28223597164156, 27.622235971641558
256, -14.0,0.20827712602132076,0.01894664764404297, -0.84, -0.0, -1.0, 0.20827712602132076,0.0, -0.28994510648141514, 25.700567991181465, 27.540567991181465
257, -18.0,0.21419543202707902,0.02038431167602539, -1.08, -0.0, -0.8, 0.21419543202707902,0.0, 0.029591530028791335, 25.904354953237338, 27.784354953237337
258, -28.25,0.22816826704771087,0.017949342727661133, -1.6949999999999998, -0.0, -2.0500000000000003, 0.22816826704771087,0.0, 0.06986417510315923, 24.337387395388205, 28.082387395388206
259, -30.0,0.35487262320742374,0.021558046340942383, -1.7999999999999998, -0.0, -0.35000000000000003, 0.35487262320742374,0.0, 0.6335217807985644, 26.920781799394195, 29.070781799394194
260, -29.0,0.36398740626660797,0.023416996002197266, -1.74, -0.0, 0.2, 0.36398740626660797,0.0, 0.04557391529592114, 27.940343120956722, 29.48034312095672
261, -32.0,0.36413687779334547,0.028797388076782227, -1.92, -0.0, -0.6000000000000001, 0.36413687779334547,0.0, 0.0007473576336874954, 27.325227356383756, 29.845227356383756
262, -32.25,0.3751515555912682,0.024347543716430664, -1.9349999999999998, -0.0, -0.05, 0.3751515555912682,0.0, 0.05507338898961378, 28.29045230096464, 30.275452300964638
263, -32.0,0.36476173511433607,0.0199737548828125, -1.92, -0.0, 0.05, 0.36476173511433607,0.0, -0.05194910238466077, 28.71826493369431, 30.58826493369431
264, -33.0,0.3871020774946866,0.020363330841064453, -1.98, -0.0, -0.2, 0.3871020774946866,0.0, 0.11170171190175271, 28.907068723090752, 31.087068723090752
265, -34.5,0.3858050920453242,0.022159814834594727, -2.07, -0.0, -0.30000000000000004, 0.3858050920453242,0.0, -0.0064849272468120445, 29.096388887889262, 31.466388887889263
266, -35.0,0.40527820580711404,0.020721912384033203, -2.1, -0.0, -0.1, 0.40527820580711404,0.0, 0.0973655688089492, 29.769032662505328, 31.969032662505327
267, -36.0,0.44094423932917737,0.022365808486938477, -2.16, -0.0, -0.2, 0.44094423932917737,0.0, 0.17833016761031661, 30.228307069444824, 32.588307069444824
268, -35.25,0.45363793047849477,0.02035665512084961, -2.1149999999999998, -0.0, 0.15000000000000002, 0.45363793047849477,0.0, 0.063468455746587, 31.140413455669904, 33.105413455669904
269, -30.25,0.4941656303902995,0.021358251571655273, -1.815, -0.0, 1.0, 0.4941656303902995,0.0, 0.20263849955902358, 32.98721758561923, 33.802217585619225
270, -30.5,0.5135549253999869,0.020194530487060547, -1.8299999999999998, -0.0, -0.05, 0.5135549253999869,0.0, 0.09694647504843723, 32.53271898606765, 34.41271898606765
271, -31.25,0.5632926683965642,0.021496295928955078, -1.875, -0.0, -0.15000000000000002, 0.5632926683965642,0.0, 0.24868871498288647, 32.975, 35
272, -30.5,0.5711663185994114,0.021378278732299805, -1.8299999999999998, -0.0, 0.15000000000000002, 0.5711663185994114,0.0, 0.03936825101423569, 33.32, 35
273, -32.0,0.5228346521875211,0.020653963088989258, -1.92, -0.0, -0.30000000000000004, 0.5228346521875211,0.0, -0.2416583320594512, 32.78, 35
274, -32.5,0.5788663257424227,0.021556377410888672, -1.95, -0.0, -0.1, 0.5788663257424227,0.0, 0.28015836777450787, 32.95, 35
275, -32.0,0.5963077758261259,0.02164292335510254, -1.92, -0.0, 0.1, 0.5963077758261259,0.0, 0.08720725041851618, 33.18, 35
276, -31.25,0.589609839493886,0.02304816246032715, -1.875, -0.0, 0.15000000000000002, 0.589609839493886,0.0, -0.03348968166119959, 33.275, 35
277, -26.0,0.6654432133587673,0.030446767807006836, -1.56, -0.0, 1.05, 0.6654432133587673,0.0, 0.3791668693244066, 34.49, 35
278, -22.25,0.6566073882814882,0.01963043212890625, -1.335, -0.0, 0.75, 0.6566073882814882,0.0, -0.04417912538639546, 34.415, 35
279, -24.5,0.6655109635304319,0.020505428314208984, -1.47, -0.0, -0.45, 0.6655109635304319,0.0, 0.04451787624471848, 33.08, 35
280, -26.75,0.7081280827789576,0.019429445266723633, -1.605, -0.0, -0.45, 0.7081280827789576,0.0, 0.21308559624262813, 32.945, 35
281, -26.0,0.7053154743405037,0.0189211368560791, -1.56, -0.0, 0.15000000000000002, 0.7053154743405037,0.0, -0.014063042192269393, 33.59, 35
282, -21.75,0.7556797559473041,0.01864790916442871, -1.305, -0.0, 0.8500000000000001, 0.7556797559473041,0.0, 0.251821408034002, 34.545, 35
283, -16.0,0.784909338219447,0.01861858367919922, -0.96, -0.0, 1.1500000000000001, 0.784909338219447,0.0, 0.14614791136071448, 35, 34.81
284, -14.5,0.8381446770201892,0.019512414932250977, -0.87, -0.0, 0.30000000000000004, 0.8381446770201892,0.0, 0.26617669400371136, 34.43, 35
285, -11.5,0.8285899239397729,0.0203399658203125, -0.69, -0.0, 0.6000000000000001, 0.8285899239397729,0.0, -0.04777376540208156, 34.91, 35
286, -11.5,0.8309419084338212,0.02023768424987793, -0.69, -0.0, 0.0, 0.8309419084338212,0.0, 0.01175992247024138, 34.31, 35
287, -11.0,0.840151908548656,0.01816105842590332, -0.6599999999999999, -0.0, 0.1, 0.840151908548656,0.0, 0.046050000574173744, 34.44, 35
288, -8.5,0.8782737053968526,0.02014470100402832, -0.51, -0.0, 0.5, 0.8782737053968526,0.0, 0.19060898424098305, 34.99, 35
289, -5.5,0.908190666671983,0.019551992416381836, -0.32999999999999996, -0.0, 0.6000000000000001, 0.908190666671983,0.0, 0.1495848063756522, 35, 34.73
290, 0,0.9094917691806621,0.01828765869140625, 0.0, -0.0, 1.1, 0.9094917691806621,0.0, 0.006505512543395486, 35, 33.9
291, 0,0.6907463166572179,0.021248579025268555, 0.0, -0.0, 0.0, 0.6907463166572179,0.0, -1.0937272626172212, 34.59701905404, 34.59701905404
292, 0,0.9107522698674011,0.02714395523071289, 0.0, -0.0, 0.0, 0.9107522698674011,0.0, 1.1000297660509162, 35, 35.0
293, 0,0.9087520503742115,0.026471614837646484, 0.0, -0.0, 0.0, 0.9087520503742115,0.0, -0.010001097465948128, 35, 35.0
294, 0,0.9112775479796456,0.020346879959106445, 0.0, -0.0, 0.0, 0.9112775479796456,0.0, 0.012627488027170397, 35, 35.0
295, 0,0.8493859325917157,0.017772436141967773, 0.0, -0.0, 0.0, 0.8493859325917157,0.0, -0.30945807693964933, 35, 35.0
296, 0,0.8772345545891358,0.017425060272216797, 0.0, -0.0, 0.0, 0.8772345545891358,0.0, 0.13924310998710054, 35, 35.0
297, 0,0.8321775439918855,0.017191648483276367, 0.0, -0.0, 0.0, 0.8321775439918855,0.0, -0.22528505298625157, 35, 35.0
298, -7.75,0.8726972316312931,0.021100997924804688, -0.46499999999999997, -0.0, -1.55, 0.8726972316312931,0.0, 0.20259843819703804, 32.985, 35
299, -17.25,0.6834344059354611,0.017351627349853516, -1.035, -0.0, -1.9000000000000001, 0.6834344059354611,0.0, -0.9463141284791599, 31.8021202774563, 34.7371202774563
300, -24.5,0.5766545781690693,0.018110275268554688, -1.47, -0.0, -1.4500000000000002, 0.5766545781690693,0.0, -0.5338991388319592, 31.859875716793404, 34.779875716793406
301, -26.25,0.5379657876627599,0.018689632415771484, -1.575, -0.0, -0.35000000000000003, 0.5379657876627599,0.0, -0.19344395253154678, 33.075, 35
302, -23.75,0.46224762562317834,0.018015384674072266, -1.425, -0.0, 0.5, 0.46224762562317834,0.0, -0.37859081019790797, 34.075, 35
303, -22.5,0.433337767970445,0.01782512664794922, -1.3499999999999999, -0.0, 0.25, 0.433337767970445,0.0, -0.14454928826366675, 33.9, 35
304, -23.5,0.3961256357186663,0.020731449127197266, -1.41, -0.0, -0.2, 0.3961256357186663,0.0, -0.1860606612588933, 33.39, 35
305, -24.75,0.3814388725886285,0.020243406295776367, -1.4849999999999999, -0.0, -0.25, 0.3814388725886285,0.0, -0.07343381565018903, 33.265, 35
306, -18.0,0.3009410318304354,0.018874168395996094, -1.08, -0.0, 1.35, 0.3009410318304354,0.0, -0.40248920379096553, 34.89845182803947, 34.628451828039466
307, -17.75,0.2629072675474766,0.019410371780395508, -1.065, -0.0, 0.05, 0.2629072675474766,0.0, -0.19016882141479396, 33.95619027417215, 34.97119027417215
308, -18.5,0.20879588120413795,0.026831626892089844, -1.1099999999999999, -0.0, -0.15000000000000002, 0.20879588120413795,0.0, -0.27055693171669337, 33.649429223659595, 34.90942922365959
309, -16.75,0.18307089369329255,0.027178287506103516, -1.005, -0.0, 0.35000000000000003, 0.18307089369329255,0.0, -0.128624937554227, 34.308875179798655, 34.963875179798656
310, -16.5,0.16098383592179322,0.01882457733154297, -0.99, -0.0, 0.05, 0.16098383592179322,0.0, -0.11043528885749665, 34.06, 35
311, -18.5,0.16000621054913688,0.019175291061401367, -1.1099999999999999, -0.0, -0.4, 0.16000621054913688,0.0, -0.004888126863281661, 33.49, 35
312, -22.0,0.12979970340594316,0.020349979400634766, -1.3199999999999998, -0.0, -0.7000000000000001, 0.12979970340594316,0.0, -0.15103253571596864, 32.95876716768997, 34.97876716768997
313, -20.75,0.11034343900880061,0.019061803817749023, -1.2449999999999999, -0.0, 0.25, 0.11034343900880061,0.0, -0.09728132198571271, 33.996829284713066, 34.99182928471306
314, 0,0.07686142600480472,0.01933741569519043, 0.0, -0.0, 4.15, 0.07686142600480472,0.0, -0.16741006501997946, 34.90128064569789, 30.75128064569789
315, 0,0.07338470955699827,0.019994258880615234, 0.0, -0.0, 0.0, 0.07338470955699827,0.0, -0.017383582239032247, 34.95728177301585, 34.95728177301585
316, 6.25,0.06714024904074256,0.01843404769897461, 0.375, -0.0, 1.25, 0.06714024904074256,0.0, -0.03122230258127856, 34.993199719475314, 33.368199719475314
317, 13.75,0.03620387055399765,0.017976999282836914, 0.825, -0.0, 1.5, 0.03620387055399765,0.0, -0.15468189243372454, 34.87472169759559, 32.54972169759559
318, 14.0,0.030549797564645598,0.019037246704101562, 0.84, -0.0, 0.05, 0.030549797564645598,0.0, -0.028270364946760274, 34.87700113021347, 33.98700113021347
319, 12.75,0.026832599482640385,0.019040822982788086, 0.765, -0.0, -0.25, 0.026832599482640385,0.0, -0.018585990410026065, 34.885247739286086, 34.370247739286086
320, 14.0,0.03894465846585349,0.019876480102539062, 0.84, -0.0, 0.25, 0.03894465846585349,0.0, 0.060560294916065516, 34.984752692668, 33.89475269266801
321, 16.5,0.06411171675292882,0.01873040199279785, 0.99, -0.0, 0.5, 0.06411171675292882,0.0, 0.12583529143537664, 35, 33.51
322, 16.5,0.07467243743153662,0.019736528396606445, 0.99, -0.0, 0.0, 0.07467243743153662,0.0, 0.05280360339303902, 35, 34.01
323, 18.25,0.03922925781216213,0.01876544952392578, 1.095, -0.0, 0.35000000000000003, 0.03922925781216213,0.0, -0.17721589809687244, 34.86201335971529, 33.41701335971529
324, 18.25,0.028791204496853684,0.02531147003173828, 1.095, -0.0, 0.0, 0.028791204496853684,0.0, -0.052190266576542244, 34.8386142976356, 33.7436142976356
325, 18.25,0.001972423568017523,0.024018049240112305, 1.095, -0.0, 0.0, 0.001972423568017523,0.0, -0.1340939046441808, 34.70649281655944, 33.61149281655944
326, 16.5,0.006692751132562846,0.02228546142578125, 0.99, -0.0, -0.35000000000000003, 0.006692751132562846,0.0, 0.023601637822726618, 34.73678720551473, 34.09678720551473
327, 10.5,-0.0029304822203814473,0.02329874038696289, 0.63, -0.0, -1.2000000000000002, -0.008791446661144342,0.0, -0.04811616676472147, 34.109879592088866, 34.67987959208887
328, 6.25,-0.017771691018120594,0.021749496459960938, 0.375, -0.0, -0.8500000000000001, -0.05331507305436178,0.0, -0.07420604398869574, 34.077358475045806, 34.55235847504581
329, 0,-0.08441038105752724,0.023965835571289062, 0.0, -0.0, -1.25, -0.2532311431725817,0.0, -0.3331934501970332, 32.71593388167619, 33.96593388167619
330, 0,-0.07181018626044972,0.024296998977661133, 0.0, -0.0, 0.0, -0.21543055878134915,0.0, 0.06300097398538762, 33.81350429688023, 33.81350429688023
331, -15.25,-0.09753105278189622,0.022148609161376953, -0.9149999999999999, -0.0, -3.0500000000000003, -0.29259315834568866,0.0, -0.12860433260723253, 29.427306805927312, 33.39230680592731
