iteration, error-x, error-z, time, Px-term, Ix-term, Dx-term,Pz-term, Iz-term, Dz-term, left PWM, right PWM
33, -31.0,0.525184540955449,0.03342556953430176, -1.8599999999999999, -0.0, -0.25, 0.525184540955449,0.0, 0.10379789401175787, 12.496478305570562, 14.606478305570562
34, -32.0,0.5281594510747489,0.022530794143676758, -1.92, -0.0, -0.2, 0.5281594510747489,0.0, 0.01487455059649978, 13.02951230724181, 15.14951230724181
35, -32.25,0.5426001388226824,0.02233266830444336, -1.9349999999999998, -0.0, -0.05, 0.5426001388226824,0.0, 0.0722034387396675, 13.779315884804161, 15.76431588480416
36, -32.25,0.5438656615982982,0.031577348709106445, -1.9349999999999998, -0.0, 0.0, 0.5438656615982982,0.0, 0.006327613878078786, 14.379509160280536, 16.314509160280537
37, -31.25,0.5444798426533559,0.021118640899658203, -1.875, -0.0, 0.2, 0.5444798426533559,0.0, 0.003070905275288638, 15.187059908209182, 16.862059908209183
38, -29.25,0.5442149128410569,0.02200603485107422, -1.755, -0.0, 0.4, 0.5442149128410569,0.0, -0.0013246490614948758, 16.049950171988744, 17.404950171988745
39, -29.25,0.5443449488478258,0.02152562141418457, -1.755, -0.0, 0.0, 0.5443449488478258,0.0, 0.0006501800338443164, 16.194945300870415, 17.949945300870414
40, -29.0,0.5255224366555629,0.02074122428894043, -1.74, -0.0, 0.05, 0.5255224366555629,0.0, -0.0941125609613147, 16.69135517656466, 18.38135517656466
41, -28.0,0.5289725529436735,0.022515535354614258, -1.68, -0.0, 0.2, 0.5289725529436735,0.0, 0.017250581440553248, 17.447578310948888, 18.92757831094889
42, -26.75,0.5101436106514792,0.021601200103759766, -1.605, -0.0, 0.25, 0.5101436106514792,0.0, -0.0941447114609717, 17.988577210139397, 19.343577210139397
43, -26.75,0.5090966759234647,0.021184682846069336, -1.605, -0.0, 0.0, 0.5090966759234647,0.0, -0.005234673640072129, 18.242439212422788, 19.84743921242279
44, -27.75,0.5085756725568391,0.022090673446655273, -1.665, -0.0, -0.2, 0.5085756725568391,0.0, -0.002605016833128193, 18.4884098681465, 20.3534098681465
45, -29.0,0.49007829898003064,0.02117156982421875, -1.74, -0.0, -0.25, 0.49007829898003064,0.0, -0.09248686788404237, 18.76100129924249, 20.75100129924249
46, -31.5,0.45515900774369766,0.02203512191772461, -1.89, -0.0, -0.5, 0.45515900774369766,0.0, -0.17459645618166486, 18.64156385080452, 21.03156385080452
47, -32.25,0.4716930755615144,0.021287202835083008, -1.9349999999999998, -0.0, -0.15000000000000002, 0.4716930755615144,0.0, 0.08267033908908372, 19.50092726545512, 21.58592726545512
48, -32.25,0.4709183536660666,0.030495405197143555, -1.9349999999999998, -0.0, 0.0, 0.4709183536660666,0.0, -0.003873609477239026, 20.11797200964395, 22.05297200964395
49, -33.75,0.43993999771898085,0.03081822395324707, -2.025, -0.0, -0.30000000000000004, 0.43993999771898085,0.0, -0.15489177973542878, 20.0130202276275, 22.3380202276275
50, -37.25,0.4368503715821922,0.0231783390045166, -2.235, -0.0, -0.7000000000000001, 0.4368503715821922,0.0, -0.01544813068394324, 19.82442246852575, 22.75942246852575
51, -38.5,0.4193665622216012,0.022752046585083008, -2.31, -0.0, -0.25, 0.4193665622216012,0.0, -0.08741904680295509, 20.531369983944398, 23.091369983944396
52, -36.75,0.43017951250638586,0.021940946578979492, -2.205, -0.0, 0.35000000000000003, 0.43017951250638586,0.0, 0.05406475142392342, 21.720614247874707, 23.575614247874707
53, -36.0,0.36917215391924585,0.021175384521484375, -2.16, -0.0, 0.15000000000000002, 0.36917215391924585,0.0, -0.3050367929357001, 21.62974960885825, 23.639749608858253
54, -36.25,0.4367209419091136,0.02108454704284668, -2.175, -0.0, -0.05, 0.4367209419091136,0.0, 0.3377439399493387, 22.189214490716708, 24.414214490716706
55, -37.25,0.43576473632350177,0.01924443244934082, -2.235, -0.0, -0.2, 0.43576473632350177,0.0, -0.004781027928059123, 22.41019819911215, 24.845198199112147
56, -38.75,0.40517462957303174,0.020926952362060547, -2.3249999999999997, -0.0, -0.30000000000000004, 0.40517462957303174,0.0, -0.15295053375235013, 22.47242229493283, 25.09742229493283
57, -38.0,0.3912333306611393,0.022661209106445312, -2.28, -0.0, 0.15000000000000002, 0.3912333306611393,0.0, -0.0697064945594622, 23.288949131034506, 25.418949131034505
58, -35.25,0.4055467658015466,0.021441936492919922, -2.1149999999999998, -0.0, 0.55, 0.4055467658015466,0.0, 0.07156717570203641, 24.331063072538086, 25.896063072538087
59, -34.5,0.39631511385264595,0.020448684692382812, -2.07, -0.0, 0.15000000000000002, 0.39631511385264595,0.0, -0.04615825974450316, 24.326219926646232, 26.24621992664623
60, -30.75,0.3829871366450447,0.022211790084838867, -1.845, -0.0, 0.75, 0.3829871366450447,0.0, -0.0666398860380063, 25.46756717725327, 26.562567177253268
61, -29.25,0.3597331320759024,0.021514415740966797, -1.755, -0.0, 0.30000000000000004, 0.3597331320759024,0.0, -0.11627002284571142, 25.35103028648346, 26.80603028648346
62, -25.75,0.33758758790074384,0.020621299743652344, -1.545, -0.0, 0.7000000000000001, 0.33758758790074384,0.0, -0.11072772087579286, 26.187890153508413, 27.03289015350841
63, -23.5,0.3260965363514121,0.021228551864624023, -1.41, -0.0, 0.45, 0.3260965363514121,0.0, -0.057455257746658606, 26.341531432113165, 27.301531432113165
64, -22.25,0.31464073449352814,0.029047727584838867, -1.335, -0.0, 0.25, 0.31464073449352814,0.0, -0.05727900928941987, 26.473893157317274, 27.558893157317275
65, -22.5,0.3245848528987231,0.028992414474487305, -1.3499999999999999, -0.0, -0.05, 0.3245848528987231,0.0, 0.049720592025974675, 26.533198602241974, 27.933198602241973
66, -26.75,0.3098774133122202,0.018244266510009766, -1.605, -0.0, -0.8500000000000001, 0.3098774133122202,0.0, -0.07353719793251445, 25.71453881762168, 28.169538817621678
67, -30.0,0.2957813899291101,0.01770472526550293, -1.7999999999999998, -0.0, -0.65, 0.2957813899291101,0.0, -0.07048011691555056, 25.94484009063524, 28.39484009063524
68, -28.25,0.3052622348452091,0.021242856979370117, -1.6949999999999998, -0.0, 0.35000000000000003, 0.3052622348452091,0.0, 0.04740422458049509, 27.402506550060945, 28.747506550060944
69, -26.5,0.3200483600752898,0.018989086151123047, -1.5899999999999999, -0.0, 0.35000000000000003, 0.3200483600752898,0.0, 0.07393062615040358, 27.90148553628664, 29.141485536286638
70, -28.0,0.2975549886431922,0.019205093383789062, -1.68, -0.0, -0.30000000000000004, 0.2975549886431922,0.0, -0.1124668571604881, 27.34657366776934, 29.326573667769342
71, -31.5,0.26137308831005424,0.020557641983032227, -1.89, -0.0, -0.7000000000000001, 0.26137308831005424,0.0, -0.18090950166568975, 26.817037254413705, 29.407037254413705
72, -38.0,0.31083914323282336,0.0209503173828125, -2.28, -0.0, -1.3, 0.31083914323282336,0.0, 0.2473302746138456, 26.385206672260374, 29.965206672260376
73, -37.5,0.311099416636627,0.016970396041870117, -2.25, -0.0, 0.1, 0.311099416636627,0.0, 0.0013013670190181736, 28.12760745591602, 30.27760745591602
74, -36.75,0.2927836602691142,0.018500328063964844, -2.205, -0.0, 0.15000000000000002, 0.2927836602691142,0.0, -0.09157878183756407, 28.42381233434757, 30.47881233434757
75, -39.5,0.2738392262730025,0.02181863784790039, -2.37, -0.0, -0.55, 0.2738392262730025,0.0, -0.09472216998055838, 27.737929390640012, 30.657929390640014
76, -46.75,0.2726003013867445,0.019858837127685547, -2.8049999999999997, -0.0, -1.4500000000000002, 0.2726003013867445,0.0, -0.00619462443128993, 26.66933506759547, 30.924335067595468
77, -50.5,0.2536335844114095,0.02167367935180664, -3.03, -0.0, -0.75, 0.2536335844114095,0.0, -0.09483358487667515, 27.303135067130203, 31.083135067130204
78, -57.5,0.2385561288197715,0.019097566604614258, -3.4499999999999997, -0.0, -1.4000000000000001, 0.2385561288197715,0.0, -0.07538727795818989, 26.396303917991787, 31.246303917991785
79, -58.25,0.20128605195185634,0.018743038177490234, -3.4949999999999997, -0.0, -0.15000000000000002, 0.20128605195185634,0.0, -0.18635038433957585, 27.616239585604067, 31.261239585604066
80, -60.0,0.21994199930604552,0.027605295181274414, -3.5999999999999996, -0.0, -0.35000000000000003, 0.21994199930604552,0.0, 0.09327973677094592, 27.624461321681057, 31.574461321681056
81, -61.5,0.19919774506093224,0.024731874465942383, -3.69, -0.0, -0.30000000000000004, 0.19919774506093224,0.0, -0.1037212712255664, 27.679937795516423, 31.66993779551642
82, -64.75,0.17683955926050776,0.021683931350708008, -3.885, -0.0, -0.65, 0.17683955926050776,0.0, -0.1117909290021224, 27.199986425774807, 31.734986425774807
83, -63.75,0.18354539101793166,0.019526004791259766, -3.8249999999999997, -0.0, 0.2, 0.18354539101793166,0.0, 0.033529158787119484, 28.327060975579858, 31.952060975579858
84, -58.0,0.21208976686904846,0.018083572387695312, -3.48, -0.0, 1.1500000000000001, 0.21208976686904846,0.0, 0.142721879255584, 29.976872621704494, 32.30687262170449
85, -54.75,0.2033304467034529,0.01770305633544922, -3.2849999999999997, -0.0, 0.65, 0.2033304467034529,0.0, -0.04379660082797776, 29.831406467579967, 32.466406467579965
86, -45.75,0.2238884492031179,0.016713857650756836, -2.745, -0.0, 1.8, 0.2238884492031179,0.0, 0.10279001249832498, 31.848084929281406, 32.793084929281406
87, 62.75,0.2956053941235076,0.04013848304748535, 3.7649999999999997, -0.0, 21.700000000000003, 0.2956053941235076,0.0, 0.35858472460194857, 33.447275048006865, 7.982275048006862
88, 77.0,0.20153297101263912,0.03701043128967285, 4.62, -0.0, 2.85, 0.20153297101263912,0.0, -0.4703621155543425, 33.17844590346516, 25.70844590346516
89, -14.5,0.21695194533616413,0.0432429313659668, -0.87, -0.0, -18.3, 0.21695194533616413,0.0, 0.07709487161762507, 14.302492720418947, 33.47249272041895
90, -36.75,0.12815601262028364,0.045639753341674805, -2.205, -0.0, -4.45, 0.12815601262028364,0.0, -0.44397966357940244, 26.50166906945983, 33.15666906945983
91, 15.5,-0.14530562772414046,0.045726776123046875, 0.9299999999999999, -0.0, 10.450000000000001, -0.4359168831724214,0.0, -1.3673082017221205, 31.35344398456529, 19.973443984565286
92, 0,-0.14661038749290162,0.02669525146484375, 0.0, -0.0, -3.1, -0.43983116247870485,0.0, -0.006523798843805773, 27.807089023242778, 30.90708902324278
93, -45.0,-0.09841947056655587,0.04388594627380371, -2.6999999999999997, -0.0, -9.0, -0.2952584116996676,0.0, 0.24095458463172875, 19.15278519617484, 30.85278519617484
94, -53.25,-0.03833618724791349,0.024730443954467773, -3.195, -0.0, -1.6500000000000001, -0.11500856174374047,0.0, 0.3004164165932119, 26.193193051024313, 31.03819305102431
95, -63.5,-0.1407361112497228,0.019173622131347656, -3.81, -0.0, -2.0500000000000003, -0.4222083337491684,0.0, -0.5119996200090465, 24.243985097266098, 30.103985097266097
96, -73.25,-0.15443240675675574,0.018535614013671875, -4.395, -0.0, -1.9500000000000002, -0.4632972202702672,0.0, -0.0684814775351647, 23.227206399460666, 29.572206399460665
97, -84.5,-0.08256591573103017,0.019047021865844727, -5.069999999999999, -0.0, -2.25, -0.2476977471930905,0.0, 0.3593324551286278, 22.3638411073962, 29.6838411073962
98, -100.0,-0.16608999501816274,0.018326997756958008, -6.0, -0.0, -3.1, -0.4982699850544882,0.0, -0.41762039643566284, 19.667950725906053, 28.76795072590605
99, -102.25,-0.12361816087274818,0.018545866012573242, -6.135, -0.0, -0.45, -0.37085448261824455,0.0, 0.21235917072707278, 22.024455414014877, 28.609455414014878
100, -44.25,-0.12049259434261156,0.01590704917907715, -2.655, -0.0, 11.600000000000001, -0.3614777830278347,0.0, 0.015627832650683127, 28.263605463637727, 19.318605463637724
101, -35.0,-0.09396223102936291,0.01661825180053711, -2.1, -0.0, 1.85, -0.2818866930880887,0.0, 0.13265181656624325, 27.864370587115882, 28.114370587115882
102, -28.0,-0.07407604105330834,0.01537013053894043, -1.68, -0.0, 1.4000000000000001, -0.22222812315992502,0.0, 0.09943094988027285, 27.71157341383623, 27.99157341383623
103, -20.75,-0.0648482061720137,0.016037940979003906, -1.2449999999999999, -0.0, 1.4500000000000002, -0.1945446185160411,0.0, 0.04613917440647319, 27.843167969726665, 27.638167969726663
104, -18.0,-0.07670841269934103,0.015787601470947266, -1.08, -0.0, 0.55, -0.2301252380980231,0.0, -0.059301032636636664, 27.023741698992005, 27.553741698992006
105, -23.0,-0.08401216430362118,0.018317461013793945, -1.38, -0.0, -1.0, -0.25203649291086355,0.0, -0.036518758021400755, 24.88518644805974, 27.26518644805974
106, -30.25,-0.09514482483086989,0.027340173721313477, -1.815, -0.0, -1.4500000000000002, -0.28543447449260967,0.0, -0.05566330263624353, 23.65908867093089, 26.92408867093089
107, -28.5,-0.11907128099816655,0.024460315704345703, -1.71, -0.0, 0.35000000000000003, -0.35721384299449965,0.0, -0.1196322808364833, 25.087242547099905, 26.447242547099904
108, -18.5,-0.1043206116411508,0.01717972755432129, -1.1099999999999999, -0.0, 2.0, -0.3129618349234524,0.0, 0.07375334678507872, 26.20803405896153, 25.31803405896153
109, -16.75,-0.09376977396224212,0.016365528106689453, -1.005, -0.0, 0.35000000000000003, -0.28130932188672636,0.0, 0.05275418839454343, 25.324478925469347, 25.979478925469348
110, -19.5,-0.1006166268607363,0.01600027084350586, -1.17, -0.0, -0.55, -0.3018498805822089,0.0, -0.03423426449247091, 23.92339478039467, 25.64339478039467
111, -16.25,-0.10083911450348759,0.016303539276123047, -0.975, -0.0, 0.65, -0.3025173435104628,0.0, -0.0011124382137564504, 25.01476499867045, 25.33976499867045
112, 12.5,-0.07626721863730485,0.016468286514282227, 0.75, -0.0, 5.75, -0.22880165591191454,0.0, 0.12285947933091373, 25.23382282208945, 18.73382282208945
113, 34.5,-0.061398294160481426,0.015325069427490234, 2.07, -0.0, 4.4, -0.18419488248144428,0.0, 0.0743446223841171, 25.123972561992122, 18.65397256199212
114, 44.25,-0.05156715015604707,0.01602792739868164, 2.655, -0.0, 1.9500000000000002, -0.1547014504681412,0.0, 0.04915572002217178, 25.018426831546154, 20.413426831546154
115, 94.75,-0.10887343726297116,0.016768693923950195, 5.685, -0.0, 10.100000000000001, -0.3266203117889135,0.0, -0.28653143553462046, 24.40527508422262, 8.62027508422262
116, 102.0,-0.1254698573923132,0.015589475631713867, 6.12, -0.0, 1.4500000000000002, -0.3764095721769396,0.0, -0.08298210064671019, 23.94588341139897, 16.37588341139897
117, 106.25,-0.13470007629562514,0.015515804290771484, 6.375, -0.0, 0.8500000000000001, -0.4041002288868754,0.0, -0.04615109451655969, 23.495632087995535, 16.270632087995537
118, 56.0,-0.07672196225708028,0.014307737350463867, 3.36, -0.0, -10.05, -0.23016588677124084,0.0, 0.2898905701927243, 16.865356771417016, 23.555356771417017
119, 49.75,-0.07958961843719159,0.014754533767700195, 2.985, -0.0, -1.25, -0.23876885531157477,0.0, -0.014338280900556555, 23.302249635204888, 21.567249635204888
120, 18.25,-0.012279513148224175,0.01431417465209961, 1.095, -0.0, -6.300000000000001, -0.036838539444672525,0.0, 0.3365505264448371, 18.39696162220505, 23.601961622205053
121, 15.25,-0.009685996840049005,0.022478342056274414, 0.9149999999999999, -0.0, -0.6000000000000001, -0.029057990520147015,0.0, 0.01296758154087585, 23.585871213225783, 23.27087121322578
122, 13.75,0.007086834361828331,0.022103548049926758, 0.825, -0.0, -0.30000000000000004, 0.007086834361828331,0.0, 0.08386415600938668, 23.676822203597, 23.151822203597
123, 12.5,0.010173083517657666,0.023883581161499023, 0.75, -0.0, -0.25, 0.010173083517657666,0.0, 0.015431245779146674, 23.702426532893803, 23.202426532893803
124, 14.5,0.020053303779558274,0.022935867309570312, 0.87, -0.0, 0.4, 0.020053303779558274,0.0, 0.04940110130950304, 23.771880937982864, 22.501880937982865
125, 18.25,0.015971440844809393,0.020526885986328125, 1.095, -0.0, 0.75, 0.015971440844809393,0.0, -0.020409314673744405, 23.76744306415393, 21.92244306415393
126, 24.0,-0.000320531682222569,0.02314281463623047, 1.44, -0.0, 1.1500000000000001, -0.000961595046667707,0.0, -0.08145986263515981, 23.6850216064721, 21.095021606472102
127, 30.5,-0.014382056811299837,0.022919654846191406, 1.8299999999999998, -0.0, 1.3, -0.04314617043389951,0.0, -0.07030762564538634, 23.571567810392814, 20.441567810392815
128, 35.5,-0.02083309985752202,0.023774147033691406, 2.13, -0.0, 1.0, -0.06249929957256606,0.0, -0.03225521523111091, 23.47681329558914, 20.34681329558914
129, 46.5,-0.03164007712673411,0.024187326431274414, 2.79, -0.0, 2.2, -0.09492023138020234,0.0, -0.05403488634606046, 23.327858177862876, 18.337858177862877
130, 53.5,-0.05843455854966484,0.023943424224853516, 3.21, -0.0, 1.4000000000000001, -0.17530367564899452,0.0, -0.13397240711465364, 23.018582095099227, 18.408582095099227
131, 91.25,-0.12736528976626,0.022945642471313477, 5.475, -0.0, 7.550000000000001, -0.38209586929878,0.0, -0.34465365608297577, 22.29183256971747, 9.26683256971747
132, 98.75,-0.14861881078021316,0.022830486297607422, 5.925, -0.0, 1.5, -0.4458564323406395,0.0, -0.10626760506976585, 21.739708532307066, 14.314708532307066
133, 106.0,-0.16009467233708558,0.023144006729125977, 6.359999999999999, -0.0, 1.4500000000000002, -0.4802840170112567,0.0, -0.057379307784362066, 21.202045207511446, 13.392045207511448
134, 89.75,-0.15386891641092987,0.01985764503479004, 5.385, -0.0, -3.25, -0.4616067492327896,0.0, 0.031128779630778536, 20.771567237909434, 18.636567237909432
135, 83.5,-0.12351867295529456,0.014333963394165039, 5.01, -0.0, -1.25, -0.3705560188658837,0.0, 0.15175121727817653, 20.552762436321725, 16.792762436321723
136, 76.75,-0.0990987872919799,0.015824556350708008, 4.6049999999999995, -0.0, -1.35, -0.2972963618759397,0.0, 0.12209942831657328, 20.37756550276236, 17.12256550276236
137, 71.5,-0.08014566632859887,0.015334129333496094, 4.29, -0.0, -1.05, -0.24043699898579662,0.0, 0.09476560481690516, 20.231894108593465, 16.991894108593463
138, 66.5,-0.06855451619337083,0.015614509582519531, 3.9899999999999998, -0.0, -1.0, -0.2056635485801125,0.0, 0.05795575067614023, 20.084186310689493, 17.094186310689494
139, 64.5,-0.06041633057838758,0.01629948616027832, 3.8699999999999997, -0.0, -0.4, -0.18124899173516273,0.0, 0.040690928074916255, 19.943628247029245, 16.473628247029247
140, 65.75,-0.05047698171896586,0.0164334774017334, 3.945, -0.0, 0.25, -0.1514309451568976,0.0, 0.049696744297108575, 19.841894046169458, 15.646894046169457
141, 64.5,-0.04688731791199574,0.01625537872314453, 3.8699999999999997, -0.0, -0.25, -0.14066195373598722,0.0, 0.017948319034850613, 19.719180411468322, 16.09918041146832
142, 66.5,-0.04715381565863691,0.016457080841064453, 3.9899999999999998, -0.0, 0.4, -0.14146144697591073,0.0, -0.00133248873320585, 19.576386475759207, 15.186386475759207
143, 71.25,-0.04851008252360417,0.01595163345336914, 4.2749999999999995, -0.0, 0.9500000000000001, -0.1455302475708125,0.0, -0.006781334324836297, 19.42407489386356, 14.199074893863559
144, 74.75,-0.04920448860325427,0.01691913604736328, 4.484999999999999, -0.0, 0.7000000000000001, -0.1476134658097628,0.0, -0.003472030398250503, 19.272989397655547, 14.087989397655548
145, 77.5,-0.043922707970092345,0.016219615936279297, 4.6499999999999995, -0.0, 0.55, -0.13176812391027704,0.0, 0.026408903165809627, 19.16763017691108, 13.96763017691108
146, 79.5,-0.04394764034392751,0.017118453979492188, 4.77, -0.0, 0.4, -0.13184292103178252,0.0, -0.0001246618691758128, 19.03566259401012, 13.86566259401012
147, 84.5,-0.03672044790431761,0.01689291000366211, 5.069999999999999, -0.0, 1.0, -0.11016134371295283,0.0, 0.03613596219804949, 18.961637212495216, 12.891637212495215
148, 84.0,-0.03662638249945405,0.016614437103271484, 5.04, -0.0, -0.1, -0.10987914749836214,0.0, 0.00047032702431781814, 18.85222839202117, 13.91222839202117
149, 77.75,-0.026941078291949083,0.0241091251373291, 4.665, -0.0, -1.25, -0.08082323487584725,0.0, 0.04842652103752482, 18.819831678182847, 15.404831678182848
150, 69.25,-0.017466736752590084,0.024410247802734375, 4.155, -0.0, -1.7000000000000002, -0.05240021025777025,0.0, 0.047371707696794996, 18.814803175621872, 16.35980317562187
151, 64.25,-0.002152383145442416,0.023143768310546875, 3.855, -0.0, -1.0, -0.0064571494363272475,0.0, 0.07657176803573834, 18.884917794221284, 16.029917794221284
152, 54.5,0.028244256954600866,0.02251744270324707, 3.27, -0.0, -1.9500000000000002, 0.028244256954600866,0.0, 0.1519832005002164, 19.0651452516761, 17.7451452516761
153, 47.75,0.041707170768678914,0.0229339599609375, 2.8649999999999998, -0.0, -1.35, 0.041707170768678914,0.0, 0.06731456907039024, 19.17416699151517, 17.659166991515168
154, 36.5,0.03146404810496872,0.023676395416259766, 2.19, -0.0, -2.25, 0.03146404810496872,0.0, -0.05121561331855096, 19.094415426301588, 19.154415426301586
155, 31.5,0.05464835662136014,0.024640798568725586, 1.89, -0.0, -1.0, 0.05464835662136014,0.0, 0.11592154258195708, 19.324985325504905, 18.434985325504904
156, 29.75,0.07007548542978193,0.02631998062133789, 1.785, -0.0, -0.35000000000000003, 0.07007548542978193,0.0, 0.07713564404210893, 19.472196454976796, 18.037196454976797
157, 30.25,0.06054558186465997,0.025889158248901367, 1.815, -0.0, 0.1, 0.06054558186465997,0.0, -0.04764951782560978, 19.485092519015847, 17.570092519015848
158, 31.75,0.0728657778361349,0.026250839233398438, 1.905, -0.0, 0.30000000000000004, 0.0728657778361349,0.0, 0.06160097985737467, 19.619559276709357, 17.414559276709355
159, 34.5,0.06771740201106347,0.020130634307861328, 2.07, -0.0, 0.55, 0.06771740201106347,0.0, -0.025741879125357192, 19.661534799595064, 17.041534799595063
160, 48.0,0.020326045809472615,0.019568443298339844, 2.88, -0.0, 2.7, 0.020326045809472615,0.0, -0.23695678100795425, 19.44490406439658, 13.864904064396582
161, 54.0,0.05824259285184108,0.018932580947875977, 3.2399999999999998, -0.0, 1.2000000000000002, 0.05824259285184108,0.0, 0.18958273521184232, 19.692729392460265, 15.252729392460266
162, 59.5,0.06200950985967846,0.019318103790283203, 3.57, -0.0, 1.1, 0.06200950985967846,0.0, 0.01883458503918689, 19.77357348735913, 15.10357348735913
